gisjoin,white,black,AAPI,Hisp
G24003308028043,0,1001,18,70
G24003308028044,17,1495,23,44
G24003308028051,25,926,0,7
G24003308028052,15,1145,0,94
G24003308028053,26,2108,0,231
G24003308029011,46,1731,0,127
G24003308029012,0,637,0,63
G24003308029013,82,1167,0,333
G24003308030011,9,815,24,361
G24003308030012,21,1292,40,162
G24003308030021,31,1346,0,0
G24003308030022,0,1210,16,23
G24003308031001,11,1075,0,90
G24003308031002,9,1568,9,45
G24003308032001,0,1247,28,417
G24003308032002,0,1191,0,16
G24003308033001,34,854,74,669
G24003308033002,0,1012,0,36
G24003308033003,0,650,0,44
G24003308033004,7,897,27,64
G24003308034011,0,521,7,329
G24003308034012,0,453,3,0
G24003308034021,9,2365,0,107
G24003308034022,62,946,8,10
G24003308034023,0,788,0,167
G24003308035081,0,1196,0,34
G24003308035082,0,1558,0,53
G24003308035083,21,910,13,279
G24003308035091,24,1413,24,593
G24003308035092,0,855,65,97
G24003308035121,40,2069,135,92
G24003308035122,156,1908,75,0
G24003308035123,47,1615,45,225
G24003308035131,19,845,9,0
G24003308035132,18,1027,45,0
G24003308035133,27,2110,0,20
G24003308035141,31,2008,0,0
G24003308035142,58,2073,0,0
G24003308035161,273,3487,207,110
G24003308035162,26,479,0,39
G24003308035191,58,2107,0,208
G24003308035192,0,713,0,52
G24003308035193,14,1947,0,42
G24003308035201,69,841,7,0
G24003308035202,31,1235,16,28
G24003308035203,148,1527,21,185
G24003308035211,389,4951,220,155
G24003308035221,31,487,0,0
G24003308035222,116,1775,0,133
G24003308035223,45,932,0,0
G24003308035231,34,1316,0,84
G24003308035232,38,2408,55,42
G24003308035241,61,1990,0,131
G24003308035242,16,1918,0,21
G24003308035251,0,736,0,0
G24003308035252,19,1114,16,83
G24003308035261,34,1416,4,0
G24003308035262,50,1617,0,0
G24003308035271,49,1614,54,33
G24003308035272,72,1333,0,49
G24003308036011,3,2215,36,0
G24003308036012,47,1019,249,0
G24003308036021,6,957,19,260
G24003308036022,24,954,1,62
G24003308036051,126,773,40,520
G24003308036052,255,863,190,498
G24003308036053,173,203,0,496
G24003308036054,353,1338,58,657
G24003308036061,159,622,39,488
G24003308036062,263,972,37,100
G24003308036063,140,712,81,402
G24003308036064,164,530,188,305
G24003308036071,253,262,27,288
G24003308036072,83,656,19,251
G24003308036073,42,1361,9,89
G24003308036081,136,560,0,198
G24003308036082,115,928,46,357
G24003308036083,100,554,80,932
G24003308036084,65,1387,78,285
G24003308036101,141,1092,94,258
G24003308036102,91,996,13,739
G24003308036121,174,536,12,798
G24003308036122,33,1525,25,178
G24003308036131,100,674,15,954
G24003308036132,119,1117,63,107
G24003308036133,34,1783,30,236
G24003308037001,119,571,0,515
G24003308037002,225,439,0,651
G24003308038011,110,1102,40,1203
G24003308038031,78,1213,31,459
G24003308038032,62,1012,38,274
G24003308038033,74,1106,149,1487
G24003308039001,77,130,6,1146
G24003308039002,25,174,4,794
G24003308039003,117,637,36,789
G24003308040011,10,1716,49,271
G24003308040012,10,714,0,4
G24003308040013,88,1328,41,609
G24003308040021,126,395,0,1313
G24003308040022,76,942,42,1372
G24003308041011,288,1134,22,42
G24003308041012,267,1185,20,299
G24003308041021,38,712,70,560
G24003308041022,78,1919,16,348
G24003308041023,188,1547,0,334
G24003308042001,247,219,9,162
G24003308042002,491,680,13,104
G24003308042003,605,338,0,111
G24003308043001,27,806,14,303
G24003308043002,83,1569,249,280
G24003308044001,166,443,112,898
G24003308044002,166,507,48,427
G24003308046001,317,752,77,952
G24003308046002,90,333,41,506
G24003308047001,609,399,77,341
G24003308047002,458,213,3,406
G24003308047003,68,404,12,217
G24003308048011,86,1319,0,229
G24003308048012,18,254,180,298
G24003308048021,9,469,0,1510
G24003308048022,9,769,44,314
G24003308049001,185,1111,14,463
G24003308049002,24,1287,45,118
G24003308049003,83,415,30,199
G24003308050001,4,500,0,571
G24003308050002,292,1031,1,853
G24003308050003,86,1712,0,1664
G24003308051011,135,426,39,1498
G24003308051012,104,547,63,1230
G24003308052011,21,842,18,723
G24003308052012,0,1243,6,1818
G24003308052021,40,590,0,339
G24003308052022,74,2454,0,218
G24003308055001,143,825,24,1448
G24003308055002,27,129,55,1585
G24003308056011,0,0,0,1874
G24003308056012,0,230,0,1373
G24003308056013,33,313,53,2486
G24003308056021,10,9,0,3918
G24003308056022,90,410,0,1002
G24003308057001,70,526,136,928
G24003308057002,64,148,56,1262
G24003308057003,161,261,97,2397
G24003308058011,197,565,132,1629
G24003308058012,58,893,56,1194
G24003308058021,74,833,193,1591
G24003308058022,63,479,22,999
G24003308059041,474,370,214,996
G24003308059042,166,484,30,559
G24003308059061,150,591,184,631
G24003308059062,46,647,31,928
G24003308059071,0,275,72,394
G24003308059072,118,1563,84,838
G24003308059073,57,316,0,88
G24003308059081,72,967,65,492
G24003308059082,104,353,19,149
G24003308059091,412,314,372,170
G24003308059092,219,2023,98,1191
G24003308060001,411,961,198,685
G24003308060002,279,603,72,1992
G24003308061001,593,330,51,741
G24003308061002,541,461,60,295
G24003308061003,72,499,29,491
G24003308062001,922,929,69,374
G24003308062002,685,506,20,297
G24003308063001,407,253,40,570
G24003308063002,88,311,5,482
G24003308064001,810,145,446,49
G24003308064002,997,47,53,284
G24003308064003,520,103,38,66
G24003308065011,377,236,0,459
G24003308065012,197,288,29,449
G24003308065013,146,567,119,2755
G24003308066011,250,366,0,482
G24003308066012,79,420,0,733
G24003308066013,32,179,0,2039
G24003308066021,345,1422,241,791
G24003308066022,116,217,0,581
G24003308066023,172,337,139,891
G24003308067061,598,183,295,43
G24003308067062,52,469,34,0
G24003308067063,95,866,21,595
G24003308067081,461,179,41,9
G24003308067082,738,634,326,41
G24003308067083,738,362,296,99
G24003308067101,126,570,13,264
G24003308067102,281,1488,290,219
G24003308067103,483,1541,320,0
G24003308067111,135,663,0,73
G24003308067112,196,296,7,148
G24003308067113,163,2859,216,226
G24003308067121,81,1622,98,131
G24003308067122,125,1201,61,64
G24003308067131,29,1720,173,772
G24003308067132,71,575,66,250
G24003308067141,215,1127,16,876
G24003308067142,124,532,90,776
G24003308068001,711,134,202,742
G24003308068002,707,235,81,310
G24003308068003,534,309,71,130
G24003308069001,505,218,48,1030
G24003308069002,469,287,147,593
G24003308069003,954,193,298,6
G24003308070001,464,201,0,201
G24003308070002,900,497,334,96
G24003308070003,528,151,39,0
G24003308070004,1307,657,745,516
G24003308071021,1167,89,35,26
G24003308071022,489,200,19,378
G24003308072001,2293,414,381,198
G24003308072002,2668,645,847,206
G24003308072003,3226,873,766,218
G24003308072004,262,102,248,61
G24003308073011,381,339,669,331
G24003308073012,790,635,236,233
G24003308073041,419,542,149,835
G24003308073051,217,626,190,733
G24003308073052,158,743,125,617
G24003308074041,487,398,96,760
G24003308074042,568,598,225,838
G24003308074043,546,323,351,454
G24003308074051,572,387,233,561
G24003308074052,1408,73,211,81
G24003308074053,602,917,360,354
G24003308074071,224,1091,866,431
G24003308074072,649,590,73,1168
G24003308074073,122,919,101,306
G24003308074081,673,371,290,0
G24003308074082,1406,165,60,174
G24003308074083,350,1220,444,285
G24003308074091,179,1368,277,1275
G24003308074092,219,315,81,191
G24003308074101,285,1262,82,599
G24003308074102,91,1061,149,563
G24003508101001,896,273,0,17
G24003508101002,1781,308,0,15
G24003508102001,1115,96,0,76
G24003508102002,996,209,0,121
G24003508103001,1844,233,0,12
G24003508103002,2158,214,1,110
G24003508104001,1630,66,0,0
G24003508104002,3640,174,0,90
G24003508104003,601,170,0,0
G24003508105001,2173,0,0,8
G24003508105002,2305,360,24,112
G24003508106001,976,69,31,401
G24003508106002,869,34,0,0
G24003508106003,2371,47,123,141
G24003508107001,1668,512,8,169
G24003508107002,1405,41,24,0
G24003508108001,2275,0,0,0
G24003508108002,953,259,0,0
G24003508108003,1817,72,0,82
G24003508109011,1702,93,47,30
G24003508109012,2919,16,11,27
G24003508109021,1407,45,0,34
G24003508109022,1278,11,79,31
G24003508110001,1044,64,0,5
G24003508110002,2506,144,8,187
G24003509900000,0,0,0,0
G24003509901000,0,0,0,0
G24003509902000,0,0,0,0
G24003708750001,1033,145,0,0
G24003708750002,1012,0,32,0
G24003708750003,3606,490,126,158
G24003708751001,810,27,0,13
G24003708751002,1425,352,0,0
G24003708751003,2851,90,6,56
G24003708752011,3499,72,6,82
G24003708752012,1164,118,0,0
G24003708752021,2037,281,14,145
G24003708752022,1858,117,4,0
G24003708752023,1441,102,23,75
G24003708753001,743,247,0,1
G24003708753002,1045,110,0,20
G24003708753003,648,0,0,14
G24003708754001,2143,190,61,0
G24003708754002,1991,110,85,0
G24003708754003,1137,35,0,0
G24003708754004,545,168,54,0
G24003708755001,871,151,29,15
G24003708755002,2244,539,56,42
G24003708755003,5367,336,160,353
G24003708756001,1879,257,38,28
G24003708756002,1589,36,209,148
G24003708756003,646,765,0,0
G24003708756004,1665,130,0,40
G24003708756005,1069,0,0,0
G24003708757001,1575,104,26,40
G24003708757002,2364,50,85,80
G24003708757003,2643,0,0,98
G24003708758011,816,219,74,134
G24003708758012,183,0,0,44
G24003708758021,954,10,7,25
G24003708758022,1482,168,62,46
G24003708758023,1219,0,14,38
G24003708759011,1537,180,58,19
G24003708759012,465,227,61,126
G24003708759013,1927,969,541,324
G24003708759021,1553,1056,306,519
G24003708759022,952,1336,53,363
G24003708759023,1282,1024,148,153
G24003708760011,1030,1262,108,156
G24003708760012,706,510,25,174
G24003708760013,819,255,32,115
G24003708760021,704,11,47,75
G24003708760022,784,473,85,22
G24003708760023,3205,680,113,520
G24003708760024,1080,683,48,127
G24003708761001,2708,243,18,177
G24003708761002,1928,217,25,282
G24003708761003,1006,55,55,0
G24003708761004,887,97,0,24
G24003708762001,919,55,0,16
G24003708762002,1609,203,0,103
G24003708762003,1875,185,100,78
G24003708762004,1025,243,1,68
G24003709900000,0,0,0,0
G24003909301011,703,2239,93,36
G24003909301012,257,2044,0,0
G24003909301013,705,538,66,0
G24003909301021,1763,1025,0,232
G24003909301022,677,248,28,0
G24003909302001,589,5,4,0
G24003909302002,659,195,0,24
G24003909303001,484,54,0,54
G24003909303002,386,136,0,0
G24003909303003,762,98,18,36
G24003909305001,474,31,0,0
G24003909305002,619,110,0,0
G24003909305003,766,214,0,0
G24003909305004,893,177,10,112
G24003909305005,572,39,0,0
G24003909306001,284,122,11,186
G24003909306002,785,69,0,36
G24003909306003,796,633,9,37
G24003909804001,1184,2772,34,184
G24003909901000,0,0,0,0
G24004109601001,1608,256,16,0
G24004109601002,2168,92,0,0
G24004109602011,438,0,33,15
G24004109602012,556,227,0,0
G24004109602013,1653,21,55,15
G24004109602014,736,35,0,0
G24004109603001,1129,870,44,302
G24004109603002,887,202,38,36
G24004109604001,771,255,0,0
G24004109604002,696,62,41,678
G24004109604003,669,190,0,0
G24004109604004,1480,92,3,143
G24004109605011,2376,89,145,344
G24004109605012,1706,27,9,37
G24004109605021,373,320,52,13
G24004109605022,2646,236,22,340
G24004109606001,1494,126,0,21
G24004109607001,702,0,0,23
G24004109607002,973,59,11,23
G24004109607003,980,0,0,0
G24004109607004,296,256,15,47
G24004109608001,928,85,12,100
G24004109608002,867,0,0,0
G24004109609001,1023,83,0,0
G24004109609002,607,19,0,8
G24004109609003,698,331,61,129
G24004109609004,909,171,6,24
G24004109900000,0,0,0,0
G24004300001001,1925,35,246,65
G24004300001002,1058,108,12,12
G24004300002001,941,74,0,21
G24004300002002,1031,200,0,3
G24004300002003,794,129,0,39
G24004300003011,953,20,16,43
G24004300003012,1904,98,0,86
G24004300003021,418,134,0,97
G24004300003022,1519,444,0,64
G24004300004001,186,288,0,19
G24004300004002,128,399,12,35
G24004300004003,477,142,6,10
G24004300005001,706,164,0,132
G24004300005002,667,127,24,231
G24004300005003,2108,415,0,299
G24004300006011,1064,325,109,234
G24004300006012,642,113,42,34
G24004300006021,1923,79,22,6
G24004300006022,1023,66,0,17
G24004300007001,744,145,0,0
G24004300007002,866,236,6,12
G24004300007003,686,36,0,51
G24004300008001,712,277,6,119
G24004300008002,1019,81,36,16
G24004300008003,933,170,0,46
G24004300009001,835,261,42,101
G24004300009002,750,522,43,119
G24004300009003,518,79,0,0
G24004300010011,518,65,7,0
G24004300010012,475,0,44,0
G24004300010013,1539,205,80,178
G24004300010014,1055,288,0,176
G24004300010021,831,28,0,0
G24004300010022,1615,69,0,46
G24004300010023,1140,17,16,19
G24004300101001,1065,0,8,26
G24004300102001,1174,19,5,0
G24004300102002,942,15,0,0
G24004300102003,920,8,0,0
G24004300102004,1400,20,4,0
G24004300103001,1148,13,14,71
G24004300103002,2611,430,125,158
G24004300103003,2659,21,87,145
G24004300104001,1352,44,0,0
G24004300104002,1422,254,9,397
G24004300104003,2072,233,70,15
G24004300104004,1355,573,267,89
G24004300105001,1666,2,0,0
G24004300105002,1001,59,14,30
G24004300105003,1722,26,0,9
G24004300105004,1556,0,0,11
G24004300106001,2637,4,25,44
G24004300106002,899,0,6,17
G24004300106003,914,0,0,0
G24004300106004,715,0,4,0
G24004300107001,580,0,0,0
G24004300107002,2080,2,0,19
G24004300107003,633,0,0,0
G24004300108011,1464,54,0,0
G24004300108012,2702,19,102,63
G24004300108021,1570,14,0,12
G24004300108022,829,33,41,0
G24004300109001,2554,431,168,414
G24004300109002,1473,0,0,0
G24004300109003,1510,17,0,26
G24004300109004,1697,0,0,18
G24004300110001,726,1699,16,136
G24004300110002,0,0,0,0
G24004300110003,991,2223,41,377
G24004300111001,913,118,17,0
G24004300111002,1634,222,162,321
G24004300111003,1061,33,3,68
G24004300111004,1256,177,0,18
G24004300112011,2220,435,103,31
G24004300112012,734,330,0,13
G24004300112013,1179,71,115,80
G24004300112014,2432,504,21,577
G24004300112021,1661,457,38,319
G24004300112022,793,4,7,0
G24004300112023,967,0,5,35
G24004300113011,846,11,26,55
G24004300113012,592,6,22,14
G24004300113013,3026,56,16,87
G24004300113021,1463,42,0,46
G24004300113022,912,13,0,0
G24004300113023,1205,12,0,24
G24004300114001,2500,24,0,3
G24004300114002,1735,0,76,0
G24004300114003,1531,8,0,9
G24004300115001,2673,35,5,45
G24004300115002,3132,28,16,33
G24004300115003,1691,0,0,0
G24004300115004,609,16,0,0
G24004300116001,1999,0,10,81
G24004300116002,691,36,0,17
G24004500001001,312,445,0,0
G24004500001002,400,1749,0,605
G24004500001003,637,153,66,110
G24004500001004,291,137,0,0
G24004500001005,275,688,0,288
G24004500002001,601,374,0,110
G24004500002002,402,299,0,0
G24004500003001,18,623,14,22
G24004500003002,56,736,0,92
G24004500004001,350,640,21,268
G24004500004002,454,0,0,121
G24004500004003,1168,348,9,9
G24004500004004,352,206,54,53
G24004500005001,195,836,0,0
G24004500005002,531,585,0,14
G24004500005003,493,228,0,106
G24004500101011,653,313,0,30
G24004500101012,773,355,225,0
G24004500101013,1438,436,29,14
G24004500101014,735,133,0,0
G24004500101015,639,264,14,153
G24004500101021,1879,544,24,87
G24004500101022,697,332,9,0
G24004500102001,365,926,199,13
G24004500102002,107,813,0,0
G24004500102003,0,869,0,150
G24004500102004,33,393,0,11
G24004500102005,183,685,0,35
G24004500103001,2118,975,253,49
G24004500103002,154,123,0,36
G24004500103003,1294,77,418,188
G24004500103004,1532,531,118,87
G24004500104001,1253,173,0,79
G24004500104002,2405,257,65,118
G24004500104003,1441,321,0,10
G24004500104004,400,110,0,0
G24004500105011,1894,525,502,157
G24004500105012,856,99,100,27
G24004500105013,127,361,0,4
G24004500105021,1511,2,168,60
G24004500105022,3288,1236,267,46
G24004500105023,829,388,146,12
G24004500105024,628,581,0,55
G24004500106031,1301,763,26,136
G24004500106032,903,282,119,95
G24004500106033,2091,32,20,22
G24004500106034,1168,41,9,26
G24004500106041,775,42,0,11
G24004500106042,1037,71,0,56
G24004500106043,1739,83,35,33
G24004500106044,954,76,0,0
G24004500106051,747,91,0,0
G24004500106052,808,64,12,42
G24004500106053,1987,57,146,29
G24004500106061,1396,136,0,18
G24004500106062,930,80,0,7
G24004500106063,883,7,0,4
G24004500106064,807,0,0,0
G24004500107011,915,0,40,14
G24004500107012,1269,361,2,32
G24004500107013,1198,288,0,106
G24004500107021,1212,180,0,15
G24004500107022,1071,173,47,17
G24004500107023,907,350,27,301
G24004500107024,594,158,76,71
G24004500107025,355,495,0,151
G24004500107026,1045,259,28,525
G24004500108001,1997,69,0,0
G24004500108002,1868,98,0,0
G24004500108003,865,243,0,38
G24004500108004,842,430,0,0
G24004709500001,413,17,7,0
G24004709500002,1077,46,6,53
G24004709501001,1344,49,0,0
G24004709501002,581,18,5,23
G24004709501003,188,0,0,0
G24004709503001,285,0,0,0
G24004709503002,970,0,0,26
G24004709503003,1077,0,0,207
G24004709503004,541,0,37,0
G24004709504001,2181,43,0,85
G24004709504002,360,0,0,27
G24004709506001,763,22,0,0
G24004709506002,908,17,36,222
G24004709506003,1006,79,0,0
G24004709507001,579,0,0,32
G24004709507002,1833,8,0,51
G24004709508001,1151,160,0,0
G24004709508002,764,105,0,0
G24004709508003,1204,30,0,0
G24004709508004,1697,0,0,0
G24004709509001,642,145,0,17
G24004709509002,840,12,0,71
G24004709510001,1667,20,57,71
G24004709510002,286,600,0,4
G24004709510003,689,818,63,260
G24004709511001,1587,189,14,25
G24004709511002,1614,110,0,7
G24004709511003,2375,110,25,124
G24004709512001,798,273,0,121
G24004709512002,1152,47,0,0
G24004709512003,780,174,0,0
G24004709513001,633,433,0,16
G24004709513002,902,533,0,62
G24004709514001,879,279,0,19
G24004709514002,741,11,0,142
G24004709514003,1163,191,65,11
G24004709515001,283,310,0,0
G24004709515002,838,336,0,0
G24004709515003,427,287,259,0
G24004709515004,448,241,23,0
G24004709515005,139,222,45,12
G24004709515006,253,888,0,0
G24004709517001,1092,85,73,20
G24004709517002,755,24,0,0
G24004709517003,662,2,0,0
G24004709517004,610,64,0,18
G24004709800001,0,0,0,0
G24004709900000,0,0,0,0
G24051000101001,925,0,89,26
G24051000101002,765,22,29,29
G24051000101003,1110,138,10,0
G24051000102001,639,280,11,49
G24051000102002,507,33,12,82
G24051000102003,1014,80,6,0
G24051000102004,418,0,0,115
G24051000103001,927,12,15,7
G24051000103002,1227,38,45,100
G24051000104001,657,27,29,45
G24051000104002,1466,42,110,52
G24051000105001,667,21,15,72
G24051000105002,830,36,13,55
G24051000201001,401,145,15,46
G24051000201002,884,0,33,188
G24051000202001,230,200,48,114
G24051000202002,818,25,91,215
G24051000203001,1328,0,67,61
G24051000203002,747,18,88,137
G24051000203003,986,51,78,82
G24051000301001,348,1334,0,372
G24051000301002,133,1089,47,77
G24051000302001,487,712,12,0
G24051000302002,608,30,199,154
G24051000401001,1193,59,247,51
G24051000401002,741,492,625,237
G24051000402001,361,273,122,44
G24051000601001,77,356,0,140
G24051000601002,240,365,15,234
G24051000601003,475,120,66,272
G24051000601004,29,530,0,46
G24051000602001,8,20,0,48
G24051000602002,424,187,7,0
G24051000602003,401,227,0,35
G24051000602004,403,193,0,340
G24051000602005,179,588,0,82
G24051000603001,98,600,7,107
G24051000603002,620,299,53,57
G24051000604001,140,265,16,0
G24051000604002,172,630,29,23
G24051000701001,28,1105,0,238
G24051000701002,37,1583,0,145
G24051000702001,0,393,0,86
G24051000702002,22,615,7,11
G24051000702003,0,889,0,99
G24051000702004,0,545,0,0
G24051000702005,0,338,0,0
G24051000703001,4,432,0,0
G24051000703002,16,262,0,79
G24051000704001,50,154,94,15
G24051000704002,14,210,0,0
G24051000704003,10,776,20,0
G24051000801011,592,131,32,10
G24051000801012,129,993,0,0
G24051000801013,85,978,0,42
G24051000801014,106,784,0,0
G24051000801021,14,786,11,0
G24051000801022,15,1261,0,0
G24051000802001,0,518,0,0
G24051000802002,0,423,0,0
G24051000802003,70,530,0,0
G24051000803011,0,299,0,0
G24051000803012,7,520,0,0
G24051000803013,12,739,11,0
G24051000803021,8,748,0,0
G24051000803022,0,396,0,0
G24051000803023,0,694,0,0
G24051000803024,0,715,7,64
G24051000804001,7,539,0,94
G24051000804002,56,475,0,0
G24051000805001,8,655,0,0
G24051000805002,0,371,42,0
G24051000805003,0,614,0,0
G24051000806001,38,515,0,0
G24051000806002,18,585,0,0
G24051000806003,0,518,0,0
G24051000806004,48,605,0,0
G24051000807001,3,394,0,1
G24051000807002,0,218,0,0
G24051000808001,11,208,0,63
G24051000808002,60,974,0,5
G24051000901001,158,789,0,106
G24051000901002,72,537,9,0
G24051000901003,247,334,0,25
G24051000901004,27,689,7,0
G24051000901005,51,861,0,0
G24051000902001,436,1035,11,38
G24051000902002,100,1264,0,29
G24051000903001,107,350,26,0
G24051000903002,70,853,18,0
G24051000903003,236,277,21,16
G24051000903004,292,1318,95,122
G24051000904001,64,966,0,0
G24051000904002,0,505,0,113
G24051000905001,0,768,0,0
G24051000905002,305,1038,10,0
G24051000906001,0,1538,0,0
G24051000906002,30,570,0,0
G24051000906003,0,297,0,0
G24051000906004,182,439,0,0
G24051000907001,0,1042,0,16
G24051000907002,0,400,15,54
G24051000907003,0,756,0,8
G24051000907004,22,504,0,0
G24051000908001,22,236,24,0
G24051000908002,0,586,0,0
G24051000908003,8,429,8,0
G24051000908004,0,942,0,59
G24051000908005,0,333,6,0
G24051000909001,14,400,0,0
G24051000909002,15,710,0,0
G24051000909003,0,356,0,161
G24051000909004,69,923,0,0
G24051001001001,17,1065,0,0
G24051001001002,20,387,6,0
G24051001001003,0,261,0,0
G24051001001004,7,511,0,0
G24051001002001,0,713,0,0
G24051001002002,0,1285,0,0
G24051001002003,57,667,0,11
G24051001003001,641,3713,29,204
G24051001101001,1540,396,179,86
G24051001101002,535,201,161,73
G24051001102001,1291,363,303,328
G24051001102002,890,568,45,61
G24051001102003,1134,349,71,15
G24051001201001,1081,315,56,14
G24051001201002,423,0,241,79
G24051001201003,637,115,49,30
G24051001201004,766,25,401,42
G24051001202011,810,151,66,27
G24051001202012,485,184,73,12
G24051001202021,544,104,146,70
G24051001202022,211,104,211,0
G24051001202023,1014,228,299,184
G24051001202024,1110,42,654,99
G24051001202025,401,92,328,34
G24051001203001,401,381,76,65
G24051001203002,291,351,69,15
G24051001203003,237,359,32,24
G24051001203004,321,822,0,32
G24051001204001,66,750,0,17
G24051001204002,248,671,13,15
G24051001205001,227,655,31,41
G24051001205002,465,730,55,36
G24051001206001,303,437,56,32
G24051001206002,527,367,139,174
G24051001206003,139,523,38,8
G24051001207001,392,93,57,29
G24051001207002,407,174,183,0
G24051001207003,571,287,46,56
G24051001301001,139,510,0,33
G24051001301002,18,562,16,0
G24051001301003,96,717,2,18
G24051001301004,112,352,0,0
G24051001302001,252,494,13,124
G24051001302002,67,891,0,0
G24051001302003,66,460,0,0
G24051001302004,101,543,0,0
G24051001303001,50,641,13,13
G24051001303002,8,592,0,10
G24051001303003,9,791,24,0
G24051001304001,30,624,0,9
G24051001304002,49,983,1,84
G24051001304003,12,526,0,0
G24051001306001,957,63,118,21
G24051001306002,609,142,19,22
G24051001306003,578,25,5,30
G24051001306004,1008,21,90,77
G24051001307001,456,150,0,0
G24051001307002,775,0,42,26
G24051001307003,454,0,107,47
G24051001307004,440,16,0,20
G24051001307005,737,150,144,125
G24051001307006,1028,0,0,0
G24051001308031,428,96,5,5
G24051001308032,748,144,115,34
G24051001308033,675,0,217,57
G24051001308041,810,61,11,30
G24051001308042,843,65,3,22
G24051001308051,100,774,0,5
G24051001308061,918,322,25,84
G24051001401001,779,223,111,94
G24051001401002,452,234,158,114
G24051001401003,354,780,6,113
G24051001401004,706,552,20,34
G24051001402001,47,638,0,5
G24051001402002,37,803,0,16
G24051001402003,0,370,0,0
G24051001402004,0,646,0,0
G24051001403001,63,644,0,15
G24051001403002,0,432,0,0
G24051001403003,65,592,43,7
G24051001403004,0,891,28,5
G24051001501001,0,563,29,0
G24051001501002,1,1321,0,0
G24051001501003,4,1139,0,0
G24051001502001,0,1408,0,0
G24051001502002,0,566,0,0
G24051001502003,0,749,0,0
G24051001503001,0,663,0,0
G24051001503002,0,620,0,0
G24051001503003,0,747,0,0
G24051001504001,0,491,0,0
G24051001504002,0,955,0,0
G24051001504003,45,2549,28,14
G24051001505001,14,687,0,0
G24051001505002,0,768,0,71
G24051001506001,0,700,0,0
G24051001506002,0,530,0,0
G24051001506003,0,480,0,0
G24051001506004,0,297,0,0
G24051001506005,89,637,0,0
G24051001507011,0,331,0,0
G24051001507012,0,460,0,15
G24051001507013,65,614,0,0
G24051001507021,0,754,0,10
G24051001507022,21,886,16,2
G24051001507023,4,460,0,0
G24051001508001,0,737,0,15
G24051001508002,16,628,0,0
G24051001508003,8,1248,0,0
G24051001508004,0,391,0,18
G24051001508005,5,677,0,19
G24051001508006,0,498,0,0
G24051001509001,28,1090,0,0
G24051001509002,9,846,0,39
G24051001509003,32,499,0,36
G24051001509004,0,339,0,0
G24051001510001,22,586,0,0
G24051001510002,11,548,0,99
G24051001510003,43,459,17,0
G24051001510004,0,462,22,0
G24051001510005,25,1398,0,2
G24051001510006,4,631,0,0
G24051001510007,0,482,0,0
G24051001511001,0,1746,0,0
G24051001511002,51,1445,0,0
G24051001511003,0,984,0,0
G24051001511004,0,624,0,0
G24051001511005,0,846,0,0
G24051001511006,0,1203,0,0
G24051001512001,50,1853,0,110
G24051001512002,0,488,0,0
G24051001512003,0,938,0,0
G24051001512004,37,522,0,18
G24051001512005,7,718,16,0
G24051001513001,0,1562,5,27
G24051001513002,0,581,7,0
G24051001513003,23,149,0,142
G24051001513004,32,913,14,0
G24051001513005,52,1019,6,9
G24051001601001,0,470,0,0
G24051001601002,19,186,22,0
G24051001601003,16,615,0,18
G24051001601004,8,842,0,0
G24051001602001,5,1152,0,0
G24051001602002,5,327,0,3
G24051001602003,0,977,0,0
G24051001603001,17,788,4,0
G24051001603002,34,460,0,0
G24051001604001,14,295,0,0
G24051001604002,0,1197,0,0
G24051001604003,0,421,0,0
G24051001604004,0,819,6,0
G24051001605001,0,1382,0,0
G24051001605002,0,819,0,0
G24051001605003,0,695,0,0
G24051001605004,0,796,0,103
G24051001605005,0,788,0,0
G24051001606001,0,552,0,0
G24051001606002,0,705,18,0
G24051001606003,0,766,13,53
G24051001606004,28,319,0,22
G24051001606005,25,510,0,16
G24051001607001,0,259,0,0
G24051001607002,0,789,0,15
G24051001607003,49,335,0,0
G24051001607004,0,713,0,13
G24051001607005,0,495,0,7
G24051001607006,0,380,0,0
G24051001607007,0,1082,0,5
G24051001608011,10,1531,0,21
G24051001608012,0,504,0,0
G24051001608013,0,254,37,0
G24051001608014,11,676,0,0
G24051001608021,29,683,0,0
G24051001608022,13,1122,0,61
G24051001608023,3,1259,0,24
G24051001701001,412,560,14,31
G24051001701002,42,491,0,0
G24051001702001,35,1548,25,0
G24051001702002,65,783,33,6
G24051001702003,99,344,0,0
G24051001703001,0,783,0,0
G24051001703002,22,962,42,8
G24051001801001,0,1140,0,55
G24051001801002,5,1075,0,0
G24051001802001,60,432,0,22
G24051001802002,14,385,17,5
G24051001803001,246,286,19,0
G24051001803002,398,763,32,21
G24051001901001,0,355,0,0
G24051001901002,27,853,17,127
G24051001901003,13,715,14,0
G24051001902001,186,704,67,23
G24051001902002,309,531,8,181
G24051001903001,104,300,36,0
G24051001903002,70,544,10,15
G24051001903003,35,365,0,193
G24051001903004,302,323,60,14
G24051002001001,3,620,0,0
G24051002001002,23,1001,0,2
G24051002002001,16,410,0,0
G24051002002002,3,255,0,0
G24051002002003,0,560,0,0
G24051002002004,0,550,0,0
G24051002002005,46,776,0,0
G24051002003001,31,390,0,0
G24051002003002,188,875,21,121
G24051002004001,16,593,0,0
G24051002004002,48,866,39,41
G24051002005001,217,76,0,0
G24051002005002,244,801,0,0
G24051002005003,86,252,10,0
G24051002005004,117,257,0,322
G24051002005005,210,350,25,100
G24051002006001,531,222,0,6
